song_order,track_name,album,year,nrgm_list,form_url,date,published,song_length,spotify,apple,fb,instrumental,lyrics,lyrics_url,analysis,main_lines,tags_adjective,tags_noun,sexual_themes,pg13,cancel_target,tragic_story,escapism,antihero,lgbt,substance_abuse,lastfm_sum,lastfm_pos
176,Melkein vieraissa,Bulebule,2000,false,https://forms.gle/zg7MTeHzozqtv7Ku9,2025-07-28 06:00:00 UTC,true,256,https://open.spotify.com/track/1DfiHukLIHyItXG329TpZI?si=e38bee1b2bb745c3,https://music.apple.com/fi/album/melkein-vieraissa/1443370101?i=1443370120&uo=4,,false,"Sua mä halasin oikein kunnolla
Pidin kiinni kuin kuristaisin
Kun me lojuttiin alasti rannalla
Jos vaikka aurinkotuolissa saisin

Mä meitä videokuvata päivittäin
Kun en öisin meinaa jaksaa
Tänä iltana uima-altaalle jäin
Se vaikkei vaivaa taida maksaakaan

Mä oonko sun lemmenruhtinas
Vaiko elokuvaohjaajas
Sä oot mun Maria Magdalena
Muistan aina asentokirjoistas
Kun mä kourin sun rintojas
On liha parasta riippuneena

On lomalla kaikesta nautiskeltu
Ja parvekkeenkaiteelta oksenneltu
Ooksä ikinä ennen ees maistanu tätä tequilaa
Mä naisia vaaninut oon pedon elkein
On vieraissa käyty tai ainakin melkein
Kun molemmat toisiaan linssiin välillä viilaa

Vaikka selkä on palanut karrelle
Mä en tarvitse aurinkorasvaa
Sä voit istua taas tähän varrelle
Joka jalkojen välistä kasvaa

Jos tässä yleisön lemmittäis
Laitan kiertämään kolehtihaavin
Tuskin kumpikaan kännissä emmittäis
Vaikka kutinaa haaroissa raavinkin

Mä oonko sun lemmenruhtinas
Vaiko elokuvaohjaajas
Sä oot mun Maria Magdalena
Muistan aina asentokirjoistas
Kun mä kourin sun rintojas
On liha parasta riippuneena

On lomalla kaikesta nautiskeltu
Ja parvekkeenkaiteelta oksenneltu
Ooksä ikinä ennen ees maistanu tätä tequilaa
Mä naisia vaaninut oon pedon elkein
On vieraissa käyty tai ainakin melkein
Kun molemmat toisiaan linssiin välillä viilaa

On lomalla kaikesta nautiskeltu
Ja parvekkeenkaiteelta oksenneltu
Ooksä ikinä ennen ees maistanu tätä tequilaa
Mä naisia vaaninut oon pedon elkein
On vieraissa käyty tai ainakin melkein
Kun molemmat toisiaan linssiin välillä viilaa",https://genius.com/Leevi-and-the-leavings-melkein-vieraissa-lyrics,"Leikkisä ja provokatiivinen kuvaus kesäisestä romantiikasta, jossa sekoittuvat nautinto ja häilyvä uskollisuus. Laulu vie kuulijan lomatunnelmiin, mutta paljastaa myös pinnan alla kytevää jännitystä ja epävarmuutta.","""On vieraissa käyty tai ainakin melkein, kun molemmat toisiaan linssiin välillä viilaa.""","humoristinen, ironinen, kevytmielinen, aistillinen, leikittelevä","loma, parisuhde, alkoholi, viettely, petos, nautinto",3,3,3,2,2,3,1,3,3042,131
177,Jos itken illalla,Raparperitaivas,1991,false,https://forms.gle/UZCxdJEUUc3xcVo19,2025-07-29 06:00:00 UTC,true,174,https://open.spotify.com/track/16cXgldafyF0jQG3spuHwj?si=3f6272bd0f0e4095,https://music.apple.com/fi/album/jos-itken-illalla/1442645820?i=1442646485&uo=4,,false,"Sano minkälainen mies
Voi olla kierompi kuin käärme
Ja minkälainen mies
Voi tehdä mitä tahtoo toisille

Jos itken illalla
Niin itken aamullakin
Kun on kaikki viety pois
En sille mitään voi
Vesisängyssä on kai reikiä
Kun poski tyynyllä tuntuu märältä

Sanat suusta sylkäisin
Monet myrkylliset lauseet
Ja nyt suru on kai tullut tähän ihan viereen jäädäkseen

Jos itken illalla
Niin itken aamullakin
Kun on kaikki viety pois
En sille mitään voi
Vesisängyssä on kai reikiä
Kun poski tyynyllä tuntuu märältä",https://lyricstranslate.com/en/leevi-and-leavings-jos-itken-illalla-lyrics,"Kärsimyksen ja petoksen värittämä sisäinen kamppailu, jossa itkusta tulee jatkuva kumppani, ja menetyksen tuska vuotaa yöhön ja aamuun.","""Jos itken illalla, niin itken aamullakin, kun on kaikki viety pois, en sille mitään voi.""","surullinen, traaginen, melankolinen, synkkä, tunteellinen","petos, suru, menettäminen, ihmissuhteet, tunteet",1,2,1,3,3,2,1,1,2750,153
178,Joulu vuosia myöhemmin,Varasteleva joulupukki,1990,false,https://forms.gle/r6meH374UJejpp4z5,2025-07-30 06:00:00 UTC,true,135,https://open.spotify.com/track/341rEiZXy6MQ7qwas9RM5c?si=49707547da314eb1,https://music.apple.com/fi/album/joulu-vuosia-my%C3%B6hemmin/1443073261?i=1443073921&uo=4,,false,"On joulu taas ja lahjat aukaistaan
Niistä löytyy joulutunnelmaa
Mä kuulla voin, kun joululaulut soi
Ne saa soimaan kultakortila

Miksi kuusen oksille ripustelisin
Vanhat koristeet ja tähtöset
Ja aitoa tunnelmaa kuvittelisin
Menneiden joulujen

Taas riemuitaan, kun meille kaupataan
Luminietokset ja Joulupukin maa
Lisää toiveitaan lapset kirjoittaa
Ihan uusilla tietokoneillaan

Miksi kuusen oksille ripustelisin
Vanhat koristeet ja tähtöset
Ja aitoa tunnelmaa kuvittelisin
Menneiden joulujen

Miksi kuusen oksille ripustelisin
Vanhat koristeet ja tähtöset
Ja aitoa tunnelmaa kuvittelisin
Menneiden joulujen",https://lyricstranslate.com/en/leevi-and-leavin-joulu-vuosia-myohemmin-english,"Kappaleen sanoitukset maalaavat nostalgisen ja melankolisen kuvan joulun kaupallisesta ilotulituksesta, jossa perinteet ja aito tunnelma jäävät taka-alalle. Menneitten joulujen kaipuu korostaa riemujen ja muistoja, jotka ovat muuttuneet.","""Miksi kuusen oksille ripustelisin / Vanhat koristeet ja tähtöset / Ja aitoa tunnelmaa kuvittelisin / Menneiden joulujen.""","nostalginen, kaupallinen, melankolinen, kriittinen, pohdiskeleva","joulu, lahjat, perinteet, kulutus, lapset, teknologia",1,1,1,2,3,1,1,1,2521,171
179,Itke en,Suuteleminen kielletty,1980,false,https://forms.gle/K3ddKdpq9QeGicKW9,2025-07-31 06:00:00 UTC,true,119,https://open.spotify.com/track/5p2qc1QkLNXyaIRziF1YWO?si=e7cb3b9def804cb6,https://music.apple.com/fi/album/itke-en/1443461377?i=1443461545&uo=4,,false,"Itke en, itke en, vaikka tahtoisin
Et luokse jäädä voinut
Ei meille soinut sävel yhteinen

Itke en, itke en, vaikka luulin niin
Kun lähdit, kaikki muuttui
Ja jotain puuttui, josta haaveilen

Nyt kun yksin kuljen, hellästi suljen
Sydämeeni tunteet, jotka muutu ei
Sua kaipaan vieläkin

Itke en, itke en, vaikka tahtoisin
Sä mulle ainut oisit
Jos vielä voisit alkaa uudelleen

Nyt kun yksin kuljen, hellästi suljen
Sydämeeni tunteet, jotka muutu ei
Sua kaipaan vieläkin

Nyt kun yksin kuljen, hellästi suljen
Sydämeeni tunteet, jotka muutu ei
Sua kaipaan vieläkin mä niin",https://genius.com/Leevi-and-the-leavings-itke-en-lyrics,"Sydänsurujen tuskaa ja kaipuuta käsittelevä laulu, jossa mies pyrkii peittämään kyyneleensä, vaikka menneisyys painaa mieltä. Yksinäisyys ja kaipaus kietoutuvat toisiinsa, kun yhteinen sävel on kadonnut.","""Itke en, itke en, vaikka tahtoisin / Ei meille soinut sävel yhteinen.""","surullinen, haikea, melankolinen, tunteellinen","rakkaus, menetys, kaipaus, yksinäisyys, muisto",1,1,1,3,3,1,1,1,4685,92
180,Koko talvi kesämökillä,Rakkauden planeetta,1995,false,https://forms.gle/ix8DPNGq1oXv78UJ8,2025-08-01 06:00:00 UTC,true,203,https://open.spotify.com/track/7w8evJrYXRbZSaoSMffpsw?si=e54eabd6794c4b72,https://music.apple.com/fi/album/koko-talvi-kes%C3%A4m%C3%B6kill%C3%A4-skandinavia-remix/1443383737?i=1443384845&uo=4,,false,"Jos pilkon pienemmiksi halot
Niillä lämmittää voin mökin
Kun saan kytkettyä valot
Seinään töpseliä tökin

Käsikopelolla salaa
Siinä lapasetkin sulaa
Koko saunamökki palaa
Taas kun saatoin meidät pulaan
Oh no!

Miten voimme yli talven kestää
Missä hitossa me hiukset pestään
Pyykit sentään huuhdella voi laiturilta
Vai onko avanto ja järvi jäässä
Ja mihin ripustamme pakkassäässä
Lohduttoman pimeä on talvi-ilta

Kun sataa maahan ensilumi
Talvi totiseksi tekee
Vaihdan polkupyörän kumit
Koiravaljakkoon tai rekeen

Ja jos lumipyry sakea
Tuiskuttelee sisään
Potkukelkalla voin hakea
Tarvikkeita lisää
Oh no!

Miten voimme yli talven kestää
Missä hitossa me hiukset pestään
Pyykit sentään huuhdella voi laiturilta
Vai onko avanto ja järvi jäässä
Ja mihin ripustamme pakkassäässä
Lohduttoman pimeä on talvi-ilta

Sä nuokut pimeässä tuvassa
Kuin näkemättä ketään
Vaikka ruokaakin on luvassa
Kun puuro lämmitetään

Kirkkaan keltaista on kusi
Kun sen polunvarteen heittää
Ei kai saalistava susi
Ehdi jälkiänsä peittää
Oh no!

Miten voimme yli talven kestää
Missä hitossa me hiukset pestään
Pyykit sentään huuhdella voi laiturilta
Vai onko avanto ja järvi jäässä
Ja mihin ripustamme pakkassäässä
Lohduttoman pimeä on talvi-ilta

Niin lohduttoman pimeä
Ulvon rakkani nimeä kuutamolla
Koko talven kesämökillä
Voi kuinka kiva on kanssasi vain kahden olla
Älä lannistu Anja",https://genius.com/Leevi-and-the-leavings-koko-talvi-kesamokilla-lyrics,"Leikkisä ja surumielinen kuvaus talven haasteista kesämökillä, jossa arjen pienet murheet ja romanttiset hetket sekoittuvat. Tunnelma on sekä nokkela että lohduttava, kun pimeys kietoo pariskunnan yhteen.","""Koko talven kesämökillä, voi kuinka kiva on kanssasi vain kahden olla.""","humoristinen, ironinen, epätoivoinen, arkinen, leikkisä","talvi, mökki, selviytyminen, parisuhde, arki, luonto",1,2,1,2,3,1,1,1,12779,32
181,"Teuvo, maanteiden kuningas",Häntä koipien välissä,1988,false,https://forms.gle/wmSB8WNTsAKEzCvaA,2025-08-02 06:00:00 UTC,true,251,https://open.spotify.com/track/4wbGQ1FE0WZSmLT3mqgcSj?si=2badc5b64cbe4fce,https://music.apple.com/fi/album/teuvo-maanteiden-kuningas/1443109065?i=1443110428&uo=4,,false,"Kotikaupungin katu oli hiekkainen tie
Siinä Anglia katolleen kääntyi

Vielä vinossa liikennemerkkikin lie
Joka ohjausvirheestä vääntyi

Etupenkiltä lasin läpi lennettyäni
Olin pyörinyt piennarta pitkin

Ojan pohjalla hampaita sylkiessäni
Minä oksensin verta ja itkin

Tässä naamassa arpikin kaunistus olisi
Ja hampaat voi uusiksi laittaa

Mut ajokortin ja Anglian kilvet vei poliisi
Se harrastustoimintaa haittaa

Rallikuskiksi pääsystä toiveita elätän
Turha on äitien sankaripoikia neuvoa
Eihän rallia voiteta jos siellä pelätään
Maalissa juhlitaan voittajapoikaamme Teuvoa

Viikonlopuksi autoa etsiessäni
Otin lainaksi naapurin Sierran

Pikatiellä mä rekkaa päin törmätessäni
Kai törmäsin viimeisen kerran

Teuvo, o-o-oo
Ota meidät kyytiin, oo
Teuvo, o-o-oo
Sun Angliasi myytiin, oo",https://genius.com/Leevi-and-the-leavings-teuvo-maanteiden-kuningas-lyrics,"Räjähtävä kerronta nuoren miehen hurjista autoseikkailuista, joissa riskit ja haaveet sekoittuvat vaarallisesti. Teuvo symboloi sekä nuoruuden seikkailun jännitystä että sen seurauksia.","""Teuvo, o-o-oo  / Ota meidät kyytiin, oo  / Teuvo, o-o-oo  / Sun Angliasi myytiin, oo""","humoristinen, ironinen, traaginen, tarinallinen","auto, liikenne, onnettomuus, unelma, sankari",3,3,3,3,2,3,1,3,43190,1
182,Tyttö jota rakastan,Mies joka toi rock ’n’ rollin Suomeen,1981,false,https://forms.gle/CX8VwKF9k9rgf7z3A,2025-08-03 06:00:00 UTC,true,177,https://open.spotify.com/track/24JYopUIF9n5j3YHHrgiRJ?si=dcf7273103cd4654,https://music.apple.com/us/album/tytt%C3%B6-jota-rakastan-remastered/1442353299?i=1442353783&uo=4,,false,"Tiedän tytön jota ikuisesti rakastaisin
Jos sen tytön ikiomakseni joskus saisin

Sä olet minulle se tyttö jota rakastan
Se ainut tyttö jota palvon
Ja jos en tiedä sinun vieressäni nukkuvan
Mä yksin aamun asti valvon

Olen yrittänyt ajatella joskus toisin
Mutta sinua ilman tuskin elää voisin

Sä olet minulle se tyttö jota rakastan
Se ainut tyttö jota palvon
Ja jos en tiedä sinun vieressäni nukkuvan
Mä yksin aamun asti valvon

En luota pelkkään ulkokuoreen
Mä uskon vain aitoon rakkauteen
En välitä vaikka rakastuinkin liian nuoreen
Sillä lopulta vain tunteet merkitsee

Sä olet tyttö jota ikuisesti rakastaisin
Jos vain sinut ikiomakseni joskus saisin

Sä olet minulle se tyttö jota rakastan
Se ainut tyttö jota palvon
Ja jos en tiedä sinun vieressäni nukkuvan
Mä yksin aamun asti valvon

Sä olet minulle se tyttö jota rakastan
Se ainut tyttö jota palvon
Ja jos en tiedä sinun vieressäni nukkuvan
Mä yksin aamun asti valvon",https://genius.com/Leevi-and-the-leavings-tytto-jota-rakastan-lyrics,"Romanttinen ja sydämellinen ylistys nuorelle rakkaudelle, jossa ikuisen rakkauden kaipuu ja aito tunne voittavat ulkokuoren pinnallisuuden. Kappale tuo esiin myös sydänsurun pelon yksinäisyydestä.","""Sä olet minulle se tyttö jota rakastan, se ainut tyttö jota palvon.""","romanttinen, haaveileva, uskollinen, tunteellinen, kaipauksellinen","rakkaus, ihmissuhde, unelma, yksinäisyys, nuoruus",1,1,1,1,2,1,1,1,5919,74
183,Luonnollinen valinta,Rakkauden planeetta,1995,false,https://forms.gle/sZajXNsE1nUfTMhZ7,2025-08-04 06:00:00 UTC,true,283,https://open.spotify.com/track/71ZEAQr2UqfNrQNHVIaStX?si=9a93a81fa88d47a3,https://music.apple.com/fi/album/luonnollinen-valinta-timo-l%C3%B6yv%C3%A4-remix/1443383737?i=1443384840&uo=4,,false,"Minkä tähden kaikki hylkeet,
on lähes sukupuuttoon pyydetty
Ja meri oksentaen sylkee,
kaiken paskan mitä sinne on syydetty
Kenen syytä ovat saasteet,
ja kohtapuolin koditon delfiini
Lajirikkaus on haaste,
jos säilyä voi sokea pingviini

Omantunnon ääntä kuunnella saahan,
jos melomalla Frans Joosefin maahan
Itse suhteemme luonnonsuojeluun ratkaistiin
Ryöstökalastus ei tulosta tuota,
kun vedenpintakin on hyllyvää suota
Me trooliverkkojen vaijerit pihdeillä katkaistiin,
ja syvään sukellettiin

Jos vielä omatunto soimaa,
niitä jotka ovat kaikkeen myöntyneet
Ehkä joukossa on voimaa,
vaikka mukaan ovat harvat työntyneet

Niin moni elämäänsä tuhlaa,
vain lojumalla tv-tuolissaan
Se ei voi olla pelkkää juhlaa,
jos myöntää olevansa joskus huolissaan",https://lyrics.fi/leevi-and-the-leavings/luonnollinen-valinta#google_vignette,"Yhteiskunnallinen herätys, jossa luonnonsuojelu ja ekologinen kriisi nostavat päätään; laulaja haastaa kuulijaa aktiivisuuteen ja omantunnon kuunteluun passiivisuuden sijaan.","""Omantunnon ääntä kuunnella saahan, jos melomalla Frans Joosefin maahan.""","sarkastinen, kriittinen, kantaaottava, ympäristötietoinen","ympäristö, saaste, eläinlaji, luonnonsuojelu, omatunto",1,2,1,3,3,2,1,1,2594,167
184,Tulikuumat pakoputket,Käärmenäyttely,1996,false,https://forms.gle/z9XbP88GFZ7EMrJBA,2025-08-05 06:00:00 UTC,true,177,https://open.spotify.com/track/42iEuOC5KLfKfJNMAsaE7J?si=19e0cd829fda49ab,https://music.apple.com/fi/album/tulikuumat-pakoputket/1443398667?i=1443399303&uo=4,,false,"Renkaiden hurinaa
Kärpästen surinaa
Tai edes moottorin hurinaa
Enää kuule en nyt
Kun on kuulo mennyt

Vain vaivaista pihinää
Epämääräistä sihinää
Kuin saunakiukaan kihinää
Hiljaa kuuntelen
Voin mä myöntää sen

Ennen alla kun sykki
Kunnon ra**attu tykki
Sydän innosta lyödä läpätti
Kun sain viivalle prätkän kuin prätkän
Niin aika monen jätkän alaleuka häpeästä väpätti

Se oli touhua ja tohinaa
Nyt pelkkää liikenteen kohinaa
Ja keuhkojen krohinaa
Kuunnellessa nuoruutein muistot mut vei

Ja öljyinen rätti
Taas paitaan tahroja jätti
Ja siitä vaimo mua sätti
Kun vauhdinhurma mieleen kai muistunut ei

Joskus kurkusta puristaa
Kun tekee mieli taas huristaa
Ja vatsanpohjalta puristaa
Ne nahkahaalarit, jotka vintille veit

Ja öljyinen rätti
Taas paitaan tahroja jätti
Ja siitä vaimo mua sätti
Vaikka ompelikin peitteen mun monkey-Hondallein",https://mobile.lyrics.az/leevi-and-the-leavings/kaarmenayttely/tulikuumat-pakoputket.html,"Nostalgiaa ja kadotetun nuoruuden kaipuuta, jossa moottorin hurina on vaihtunut arjen vaivannäköön ja vaimon nuhteluihin. Ero vauhdikkaan menneisyyden ja nykyisyyden välillä on musertava.","""Ennen alla kun sykki / Kunnon ra**attu tykki / Sydän innosta lyödä läpätti""","nostalginen, humoristinen, haikea, elämänmakuinen, muisteleva","moottoripyörä, nuoruus, kuulo, vaimo, liikenne, muisto, keuhkot, öljy, vaatteet",1,2,1,2,3,2,1,1,2152,190
185,Taivas on Taunuksen takapenkillä,Onnen avaimet,2002,false,https://forms.gle/T99y7rDRwV83zh4P7,2025-08-06 06:00:00 UTC,true,175,https://open.spotify.com/track/5oD8y4UBPrjSDraivcBc3i?si=6f7061cc711542f5,https://music.apple.com/fi/album/taivas-on-taunuksen-takapenkill%C3%A4/1443418701?i=1443419913&uo=4,,false,"Saanko tulla salihousuissa vuoteeseen
Kun pyjama vatsan kohdalta kiristää?

Vai kääntäisinkö nenän näyttämään luoteeseen
Jos välimatka parisuhdetta piristää?

Tai jos taivas on Taunuksen tyhjä takapenkki
Sinne kahden saattais salaa pujahtaa

Nyt kun hellyyden korvaa tää pitkä juoksulenkki
Ja heti suihkun jälkeen sänkyyn nukahtaa

Ehkä tää on ainut keino pysyä järjissä
Jos muuta ratkaisua ongelmaan löydy ei

Kun sitä kantaa lokaa sisään taas kengänkärjissä
Lähtiessään vaikka roskapussin vei

Tai jos taivas on Taunuksen tyhjä takapenkki
Sinne kahden saattais salaa pujahtaa

Nyt kun hellyyden korvaa tää pitkä juoksulenkki
Ja heti suihkun jälkeen sänkyyn nukahtaa

Jos edes koskettaisit vaikka ääneen en pyytäiskään
Se mulle voisi olla melkoinen yllätys

Ja mä pyydän ettet kaikkea niskaan syytäiskään
Jos elämä on tosi mahtava pettymys

Tai jos taivas on Taunuksen tyhjä takapenkki
Sinne kahden saattais salaa pujahtaa

Nyt kun hellyyden korvaa tää pitkä juoksulenkki
Ja heti suihkun jälkeen sänkyyn nukahtaa",https://genius.com/Leevi-and-the-leavings-taivas-on-taunuksen-takapenkilla-lyrics,"Sanoituksissa leikitellään parisuhteen arjen haasteilla ja hellyyden puutteella, kun juoksulenkit ja kiireet vievät aikaa rakkaudelta. Taivas Taunuksen takapenkillä symboloi kaipuuta intiimiin yhteyteen, jota arki estää.","""Tai jos taivas on Taunuksen tyhjä takapenkki, sinne kahden saattais salaa pujahtaa.""","humoristinen, arkinen, haikea, ironinen, pohdiskeleva","parisuhde, arki, auto, hellyys, pettymys",2,2,1,2,3,2,1,1,3766,109
186,Tuntematon ystävä,Single,1983,false,https://forms.gle/uHqAUyAoGNCrUJ2P8,2025-08-07 06:00:00 UTC,true,314,https://open.spotify.com/track/1fRXjsUCM3eegaMz5nz8nU?si=b219d6e2bf9e4b78,https://music.apple.com/fi/album/tuntematon-yst%C3%A4v%C3%A4/1442967702?i=1442968321&uo=4,,false,"Olin tulossa duunista himaan, oli helvetillinen helle
No mun ulko-ovella seisoi joku hämärännäköinen pelle
Mä pysähdyin siihen ja meinasin ladata kaaliin
Mut se naurahti kuivasti kerran, kai se arvasi saaneensa saaliin

Se kuiskasi hiljaa, ""Olet matkalla kadotukseen
Mutta saat mitä ikinä tahdot, jos vain pääsemme sopimukseen""
Voi Jeesus, ne kiiluvat silmät ja ne kasvoilla märkivät arvet
Mä huomasin vasta silloin, että sen päästä kasvoi sarvet

Poika, etkö minua tunne? (poika, etkö minua tunne?)
Poika, etkö minua tunne? (poika, etkö minua tunne?)
Poika, etkö minua tunne? (poika, etkö minua tunne?)
Olen juuri se miksi mua luulet, ja mua Saatanaksi täällä kutsutaan

En vielä vie sinulta naista, sillä saan teidät molemmat kerran
Kunhan teet vain sen minkä käsken, siitä hyödytkin jonkin verran
Saat kyvyn parantaa sairaat, saat herättää kuolleita henkiin
Opit soittamaan sähkökitaraa, ja suuremmaksi saat senkin

Poika, etkö minua tunne? (poika, etkö minua tunne?)
Poika, etkö minua tunne? (poika, etkö minua tunne?)
Poika, etkö minua tunne? (poika, etkö minua tunne?)
Olen juuri se miksi mua luulet, ja mua Saatanaksi täällä kutsutaan

Saat ostaa kärsimyksen, saat rajattoman luottokortin
Kunhan tartutat tautisi muihinkin, ja tuot läpi Tuonelan portin

Poika, etkö minua tunne? (poika, etkö minua tunne?)
Poika, etkö minua tunne? (poika, etkö minua tunne?)
Poika, etkö minua tunne? (poika, etkö minua tunne?)
Olen juuri se miksi mua luulet, ja mua Saatanaksi täällä kutsutaan",https://www.musixmatch.com/lyrics/Leevi-and-the-Leavings/Tuntematon-yst%C3%A4v%C3%A4,"Kappaleessa kohtaa mystinen hahmo, joka tarjoaa houkuttelevia, mutta vaarallisia sopimuksia, paljastaen ihmisen sisäisiä ristiriitoja ja himoja. Se leikittelee teemoilla, kuten henkilökohtaisella menetyksellä ja moraalisella korruptiolla.","""Olet matkalla kadotukseen, mutta saat mitä ikinä tahdot, jos vain pääsemme sopimukseen.""","synkkä, uhkaava, mystinen, tarinallinen, jännittävä","saatana, sopimus, kiusaus, valta, musiikki, kuolema, yliluonnollinen",1,2,3,3,3,3,1,1,1571,199
187,Lumettoman talven tarinoita,Turkmenialainen tyttöystävä,1993,false,https://forms.gle/UHB1PhBrioeLCjWt7,2025-08-08 06:00:00 UTC,true,215,https://open.spotify.com/track/2y8QuQGc545o0Czw9mYbwB?si=213c128c35c84e36,https://music.apple.com/fi/album/lumettoman-talven-tarinoita/1443429662?i=1443430332&uo=4,,false,"Tosi onneton Antero
Taskunpohjalla pelkkä reikä

Ja nyt kun mä meen (mä meen)
Ja mä teen sen (ja mä teen)
Sen minkä tarvitsen
Mitään kadu en
Kun on tarpeeksi valvonut öitä
Ja miettinyt mistä saa töitä
Se varmasti terveyden vei
Ja kun mielessä painavat huolet
Niin helpottaa vasta kun kuolet
Tai ehkäpä sittenkään ei
Enää milloinkaan

Sen tiesi jo syksyllä
On edessä ankara talvi

Ja nyt kun mä meen (mä meen)
Ja mä teen sen (ja mä teen)
Sen minkä tarvitsen
Mitään kadu en

Kun on tarpeeksi valvonut öitä
Ja miettinyt mistä saa töitä
Se varmasti terveyden vei
Ja kun mielessä painavat huolet
Niin helpottaa vasta kun kuolet
Tai ehkäpä sittenkään ei
Enää milloinkaan

Jalanjälkiä seurattiin
Ne päättyivät lammen rantaan

Ja nyt kun mä meen (mä meen)
Ja mä teen sen (ja mä teen)
Sen minkä tarvitsen
Mitään kadu en

Kun on tarpeeksi valvonut öitä
Ja miettinyt mistä saa töitä
Se varmasti terveyden vei
Ja kun mielessä painavat huolet
Niin helpottaa vasta kun kuolet
Tai ehkäpä sittenkään ei

Kun on tarpeeksi valvonut öitä
Ja miettinyt mistä saa töitä
Se varmasti terveyden vei
Ja kun mielessä painavat huolet
Niin helpottaa vasta kun kuolet
Tai ehkäpä sittenkään ei

Enää milloinkaan
Enää milloinkaan
Enää milloinkaan
Ei

Enää milloinkaan
Enää milloinkaan
Enää milloinkaan
Ei",https://genius.com/Leevi-and-the-leavings-lumettoman-talven-tarinoita-lyrics,"Epätoivon ja elämän raskauden kuvaus, jossa Antero kamppailee tyhjyyden ja talven kylmyyden kanssa, etsien merkitystä ja lohtua yötä valvoessaan.","""Sen minkä tarvitsen / Mitään kadu en""","melankolinen, ankara, pohdiskeleva, synkkä, tarinallinen","työttömyys, talvi, terveys, kuolema, huolet",1,2,1,3,3,2,1,1,2420,181
